fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220930 070113	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	29	TRUE	763381	0.149803749	0.887052008	4323	9	7185	23870000	32
20220930 063243	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	355	TRUE	763381	0.055440785	0.086954914	4899	464	6155	23850000	8
20220930 062949	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	14	TRUE	763381	0.172359017	0.532163598	2791	172	11346	23790000	3
20220930 070201	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	61	TRUE	763381	0.146448607	0.999197539	5264	1016	6073	23620000	34
20220930 130418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	85	TRUE	763381	0.297842813	0.940041566	1276	744	7101	23560000	66
20220930 063827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	102	TRUE	763381	0.252193411	0.13991874	6526	919	9735	23410000	18
20220930 063338	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	421	TRUE	763381	0.095749054	0.028454852	2290	840	9380	23400000	10
20220930 065955	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	763381	0.209335953	0.244815093	6796	4	7047	23350000	26
20220930 063517	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	763381	0.276076659	0.775917175	7645	765	12259	23330000	15
20220930 150120	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	850	TRUE	763381	0.00686071	0.236330657	3111	693	5044	23200000	98
20220930 063427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	184	TRUE	763381	0.114862244	0.953352715	50	98	11858	23170000	12
20220930 063912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	147	TRUE	763381	0.030881276	0.639005322	1501	693	13259	23170000	19
20220930 125934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	566	TRUE	763381	0.068317006	0.028577156	5663	806	6940	23160000	57
20220930 070417	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	763381	0.216586579	0.834933437	780	401	7431	23140000	38
20220930 123952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	396	TRUE	763381	0.032895844	0.319938716	7978	2	10717	23050000	45
20220930 063810	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	763381	0.072215669	0.392215099	941	395	5371	23020000	17
20220930 063122	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	11	TRUE	763381	0.26974484	0.651746181	712	308	8746	22590000	6
20220930 063201	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	52	TRUE	763381	0.217559294	0.411329	5521	105	14331	22460000	7
20220930 063448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	763381	0.292668457	0.157796464	3050	306	12818	22450000	13
20220930 124322	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	763381	0.065704823	0.474364198	6002	2	8331	22380000	48
20220930 144922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	190	TRUE	763381	0.071742893	0.345245024	7293	2	7379	22370000	93
20220930 063257	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	37	TRUE	763381	0.235440994	0.901365631	3266	420	13577	22130000	9
20220930 063355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	33	TRUE	763381	0.126956002	0.499775606	7585	547	14922	20960000	11
20220930 070245	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	763381	0.007631251	0.006803593	7995	828	8212	16060000	35
