fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 170758	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1554	1	1	1	0.1	50	0.5	FALSE	763369	0.01422981	0.390862183	0.722315201	5.175182986	0.022520911	16428	43784000	51
20221119 083755	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1020	1	1	1	0.1	50	0.5	FALSE	763369	0.010215358	0.782314752	0.726698898	6.679562906	0.019241575	17918	43684000	25
20221119 132400	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1284	1	1	1	0.1	50	0.5	FALSE	763369	0.010494097	0.775135202	0.523762845	6.076659257	0.020420383	17690	43660000	43
20221119 060852	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	263	1	1	1	0.1	50	0.5	FALSE	763369	0.036675883	0.799907508	0.839135418	7.941444672	0.015189501	18341	43638000	17
20221119 043539	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1551	1	1	1	0.1	50	0.5	FALSE	763369	0.039144943	0.720268844	0.15778219	5.473737672	0.01918566	18029	43542000	7
20221119 202222	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1055	1	1	1	0.1	50	0.5	FALSE	763369	0.010000627	0.78332462	0.887771677	8.560722626	0.010564681	18444	43512000	59
20221119 084946	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	745	1	1	1	0.1	50	0.5	FALSE	763369	0.298221222	0.752639462	0.075592813	4.852787896	0.020224758	17510	43300000	27
20221119 040536	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	723	1	1	1	0.1	50	0.5	FALSE	763369	0.259815898	0.457535799	0.195839383	4.099476742	0.018260184	18804	43272000	5
20221119 151845	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2288	1	1	1	0.1	50	0.5	FALSE	763369	0.010024937	0.200019219	0.351631511	5.236956687	0.018325488	18391	43218000	46
20221119 090006	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	126	1	1	1	0.1	50	0.5	FALSE	763369	0.039293409	0.22142436	0.582587557	7.397957816	0.016418505	19487	43186000	29
20221119 111420	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	938	1	1	1	0.1	50	0.5	FALSE	763369	0.010156114	0.633985212	0.536682311	8.358199693	0.013085671	19011	43178000	36
20221119 061803	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	108	1	1	1	0.1	50	0.5	FALSE	763369	0.286992581	0.732646806	0.99964542	3.173807004	0.023245483	16973	43174000	19
20221119 072824	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	447	1	1	1	0.1	50	0.5	FALSE	763369	0.045811811	0.200612201	0.999817193	6.188839366	0.01693978	18335	43170000	22
20221119 075008	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1055	1	1	1	0.1	50	0.5	FALSE	763369	0.011917132	0.201767971	0.780980236	6.34560748	0.015660287	19738	43164000	23
20221119 092531	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	345	1	1	1	0.1	50	0.5	FALSE	763369	0.02794583	0.203081516	0.7070747	7.279437548	0.015571231	19201	43118000	31
20221119 053224	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	243	1	1	1	0.1	50	0.5	FALSE	763369	0.055128207	0.204860943	0.307448735	10.63458972	0.001843057	18530	42940000	14
20221119 195426	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	136	1	1	1	0.1	50	0.5	FALSE	763369	0.075478151	0.799210795	0.974002518	6.956380031	0.019732534	17458	42924000	58
20221119 052108	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	39	1	1	1	0.1	50	0.5	FALSE	763369	0.229278714	0.314284067	0.982561861	6.51586372	0.018727658	17825	42910000	12
20221119 034309	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	110	1	1	1	0.1	50	0.5	FALSE	763369	0.186977833	0.556090519	0.497068379	4.869649048	0.020366513	17369	42862000	3
20221119 045910	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	159	1	1	1	0.1	50	0.5	FALSE	763369	0.283569564	0.292991292	0.06891105	7.426859248	0.01678699	18490	42860000	9
20221119 061516	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	0.1	50	0.5	FALSE	763369	0.103325067	0.799442028	0.946770489	9.64359005	0.014775949	17695	42770000	18
20221119 105245	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	120	1	1	1	0.1	50	0.5	FALSE	763369	0.044210528	0.200032226	0.995928722	8.23379224	0.015433042	19232	42736000	35
20221119 160727	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4432	1	1	1	0.1	50	0.5	FALSE	763369	0.018751506	0.573408128	0.84378476	2.313649107	0.022336122	17285	42710000	49
20221119 052358	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	133	1	1	1	0.1	50	0.5	FALSE	763369	0.224894654	0.750178151	0.244424901	5.837349037	0.020316789	17681	42638000	13
20221119 060001	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	245	1	1	1	0.1	50	0.5	FALSE	763369	0.110801511	0.789864098	0.782488254	10.47204733	1.33E-05	15811	42618000	16
20221119 121752	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	356	1	1	1	0.1	50	0.5	FALSE	763369	0.010040905	0.20022163	0.779815966	8.750467289	0.014236046	20187	42586000	40
20221119 034859	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	112	1	1	1	0.1	50	0.5	FALSE	763369	0.135236449	0.272670159	0.383716434	8.264155581	0.011638844	18212	42536000	4
20221119 194903	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	859	1	1	1	0.1	50	0.5	FALSE	763369	0.013797573	0.796173669	0.903193979	11.15711462	0.000348885	19479	42482000	57
20221119 045326	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	741	1	1	1	0.1	50	0.5	FALSE	763369	0.203942692	0.515076978	0.851395113	2.052578652	0.022920264	16578	42444000	8
20221119 033317	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1013	1	1	1	0.1	50	0.5	FALSE	763369	0.066054221	0.637797149	0.679723499	3.58047869	0.018338362	19104	42432000	1
20221119 162959	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1100	1	1	1	0.1	50	0.5	FALSE	763369	0.070837966	0.372543316	0.999870935	2.225298813	0.022645312	17044	42392000	50
20221119 152534	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	209	1	1	1	0.1	50	0.5	FALSE	763369	0.061828832	0.200311478	0.696756837	6.801896387	0.01532048	19325	42310000	47
20221119 153403	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	454	1	1	1	0.1	50	0.5	FALSE	763369	0.020599936	0.686979626	0.303050488	7.236234902	0.016755461	19651	42218000	48
20221119 071813	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2903	1	1	1	0.1	50	0.5	FALSE	763369	0.010130585	0.200922645	0.053525236	7.477829893	0.016556013	19208	42144000	21
20221119 144300	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1477	1	1	1	0.1	50	0.5	FALSE	763369	0.053689976	0.207136737	0.051405604	6.124319462	0.01768748	18867	41946000	45
20221119 033805	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	55	1	1	1	0.1	50	0.5	FALSE	763369	0.138254572	0.583807437	0.705876951	8.677234927	0.015168987	17956	41688000	2
20221119 050854	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1321	1	1	1	0.1	50	0.5	FALSE	763369	0.085482701	0.686597414	0.563947253	2.641131785	0.019059593	19493	41174000	10
20221119 085335	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	33	1	1	1	0.1	50	0.5	FALSE	763369	0.283157475	0.212019451	0.721812451	6.547185748	0.01430661	20037	40246000	28
20221119 054926	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	874	1	1	1	0.1	50	0.5	FALSE	763369	0.172690462	0.353902305	0.437653698	1.4874595	0.018499489	18174	38052000	15
20221119 084519	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	232	1	1	1	0.1	50	0.5	FALSE	763369	0.229204496	0.27417241	0.179162256	9.170283831	0.00166679	19453	37494000	26
20221119 051623	2692	669817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	42	1	1	1	0.1	50	0.5	FALSE	763369	0.270906319	0.469192541	0.614009449	11.50901586	0.0002509	20560	33200000	11
